Dialogue ID,Chapter ID,Place ID,Character ID,Dialogue,Chapter Name,Movie ID,Movie Chapter,Movie Title,Release Year,Runtime,Budget,Box Office,Place Name,Place Category,Character Name,Species,Gender,House,Patronus,Wand (Wood),Wand (Core)
4655,158,16,22,Or so I believe.,Snape's Visitors,6,1,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Spinner's End,Dwellings,Bellatrix Lestrange,Human,Female,Slytherin,Unknown,Walnut,Dragon Heartstring
4656,158,16,63,"Well, who can one trust these days?",Snape's Visitors,6,1,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Spinner's End,Dwellings,Narcissa Malfoy,Human,Female,Slytherin,Unknown,Unknown,Unknown
4657,158,16,22,He lives in this Muggle dunghill?,Snape's Visitors,6,1,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Spinner's End,Dwellings,Bellatrix Lestrange,Human,Female,Slytherin,Unknown,Walnut,Dragon Heartstring
4658,158,16,6,"Run along, Wormtail.",Snape's Visitors,6,1,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Spinner's End,Dwellings,Severus Snape,Human,Male,Slytherin,Doe,Unknown,Unknown
4659,158,16,63,"I've nowhere else to turn, Severus.",Snape's Visitors,6,1,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Spinner's End,Dwellings,Narcissa Malfoy,Human,Female,Slytherin,Unknown,Unknown,Unknown
4660,158,16,22,You must be joking.,Snape's Visitors,6,1,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Spinner's End,Dwellings,Bellatrix Lestrange,Human,Female,Slytherin,Unknown,Walnut,Dragon Heartstring
4661,158,16,63,I know I ought not to be here. The Dark Lord himself has forbidden me to speak of this --,Snape's Visitors,6,1,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Spinner's End,Dwellings,Narcissa Malfoy,Human,Female,Slytherin,Unknown,Unknown,Unknown
4662,158,16,6,"If the Dark Lord has forbidden it, you ought not to speak.",Snape's Visitors,6,1,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Spinner's End,Dwellings,Severus Snape,Human,Male,Slytherin,Doe,Unknown,Unknown
4663,158,16,6,"Put it down, Bella.  We mustn't touch what isn't ours. As it so happens I'm aware of your situation, Narcissa.",Snape's Visitors,6,1,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Spinner's End,Dwellings,Severus Snape,Human,Male,Slytherin,Doe,Unknown,Unknown
4664,158,16,22,You? The Dark Lord told you?,Snape's Visitors,6,1,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Spinner's End,Dwellings,Bellatrix Lestrange,Human,Female,Slytherin,Unknown,Walnut,Dragon Heartstring
4665,158,16,6,"Your sister doubts me, Narcissa. Understandable.",Snape's Visitors,6,1,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Spinner's End,Dwellings,Severus Snape,Human,Male,Slytherin,Doe,Unknown,Unknown
4666,158,16,6,Over the years I have played my part well.  So well I've deceived one of the greatest wizards of all time.,Snape's Visitors,6,1,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Spinner's End,Dwellings,Severus Snape,Human,Male,Slytherin,Doe,Unknown,Unknown
4667,158,16,6,Dumbledore is a great wizard. Only a fool would question it.,Snape's Visitors,6,1,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Spinner's End,Dwellings,Severus Snape,Human,Male,Slytherin,Doe,Unknown,Unknown
4668,158,16,63,"I... I don't doubt you, Severus.",Snape's Visitors,6,1,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Spinner's End,Dwellings,Narcissa Malfoy,Human,Female,Slytherin,Unknown,Unknown,Unknown
4669,158,16,22,"You should feel honored, Cissy. As should Draco --",Snape's Visitors,6,1,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Spinner's End,Dwellings,Bellatrix Lestrange,Human,Female,Slytherin,Unknown,Walnut,Dragon Heartstring
4670,158,16,63,He's just a boy!,Snape's Visitors,6,1,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Spinner's End,Dwellings,Narcissa Malfoy,Human,Female,Slytherin,Unknown,Unknown,Unknown
4671,158,16,6,I can't change the Dark Lord's mind.  But it might be possible for me to help Draco.  To provide some... protection.,Snape's Visitors,6,1,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Spinner's End,Dwellings,Severus Snape,Human,Male,Slytherin,Doe,Unknown,Unknown
4672,158,16,63,"Do you mean it, Severus?",Snape's Visitors,6,1,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Spinner's End,Dwellings,Narcissa Malfoy,Human,Female,Slytherin,Unknown,Unknown,Unknown
4673,158,16,6,I can try.,Snape's Visitors,6,1,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Spinner's End,Dwellings,Severus Snape,Human,Male,Slytherin,Doe,Unknown,Unknown
4674,158,16,63,"Oh, Severus, please, if you would... I would be forever in your debt.",Snape's Visitors,6,1,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Spinner's End,Dwellings,Narcissa Malfoy,Human,Female,Slytherin,Unknown,Unknown,Unknown
4675,158,16,22,Swear to it.,Snape's Visitors,6,1,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Spinner's End,Dwellings,Bellatrix Lestrange,Human,Female,Slytherin,Unknown,Walnut,Dragon Heartstring
4676,158,16,22,Make the Unbreakable Vow. You see.  It's just empty words. Oh he'll try.  He'll give it his best effort.  But when it matters most he'll slither back into his hole.  Bloody coward...,Snape's Visitors,6,1,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Spinner's End,Dwellings,Bellatrix Lestrange,Human,Female,Slytherin,Unknown,Walnut,Dragon Heartstring
4677,158,16,6,Take out your wand.,Snape's Visitors,6,1,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Spinner's End,Dwellings,Severus Snape,Human,Male,Slytherin,Doe,Unknown,Unknown
4678,158,16,22,"Will you, Severus Snape, watch over Draco Malfoy as he attempts to fulfill the Dark Lord's wishes.",Snape's Visitors,6,1,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Spinner's End,Dwellings,Bellatrix Lestrange,Human,Female,Slytherin,Unknown,Walnut,Dragon Heartstring
4679,158,16,6,I will.,Snape's Visitors,6,1,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Spinner's End,Dwellings,Severus Snape,Human,Male,Slytherin,Doe,Unknown,Unknown
4680,158,16,22,"And will you, to the best of your ability, protect him from harm?",Snape's Visitors,6,1,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Spinner's End,Dwellings,Bellatrix Lestrange,Human,Female,Slytherin,Unknown,Walnut,Dragon Heartstring
4681,158,16,6,I will.,Snape's Visitors,6,1,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Spinner's End,Dwellings,Severus Snape,Human,Male,Slytherin,Doe,Unknown,Unknown
4682,158,16,22,"And should it prove necessary, if it seems Draco will fail... will you yourself carry out the deed that the Dark Lord has ordered Draco to perform?",Snape's Visitors,6,1,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Spinner's End,Dwellings,Bellatrix Lestrange,Human,Female,Slytherin,Unknown,Walnut,Dragon Heartstring
4683,158,16,6,I will.,Snape's Visitors,6,1,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Spinner's End,Dwellings,Severus Snape,Human,Male,Slytherin,Doe,Unknown,Unknown
4684,159,11,143,Harry Potter.  Who's Harry Potter?,Who's Harry Potter?,6,2,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Little Whinging,Dwellings,Wizard,Human,Male,Gryffindor,Unknown,Unknown,Unknown
4685,159,11,1,Oh.  Um.  No one.  Bit of a tosser.,Who's Harry Potter?,6,2,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Little Whinging,Dwellings,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
4686,159,11,143,"Funny that paper of yours.  Couple nights ago, I could swear I saw one of the pictures move.",Who's Harry Potter?,6,2,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Little Whinging,Dwellings,Wizard,Human,Male,Gryffindor,Unknown,Unknown,Unknown
4687,159,11,1,Really.,Who's Harry Potter?,6,2,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Little Whinging,Dwellings,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
4688,159,11,143,Thought I'd gone round the twist.,Who's Harry Potter?,6,2,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Little Whinging,Dwellings,Wizard,Human,Male,Gryffindor,Unknown,Unknown,Unknown
4689,159,11,1,Hey.  I was wondering...,Who's Harry Potter?,6,2,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Little Whinging,Dwellings,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
4690,159,11,143,Eleven.  That's when I get off.,Who's Harry Potter?,6,2,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Little Whinging,Dwellings,Wizard,Human,Male,Gryffindor,Unknown,Unknown,Unknown
4691,160,11,4,I once knew a Muggle girl from Liverpool with hair like spun silk.  No light could resist it...,Horace Slughorn,6,3,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Little Whinging,Dwellings,Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair
4692,160,11,1,I like riding round on the trains. It takes my mind off... things.,Horace Slughorn,6,3,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Little Whinging,Dwellings,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
4693,160,11,4,"Rather unpleasant to behold, isn't it?  The tale is thrilling if I do say so myself, but I'm afraid now is not the time to tell it.  Take my arm.",Horace Slughorn,6,3,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Little Whinging,Dwellings,Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair
4694,160,18,1,"I just Apparated, didn't I?",Horace Slughorn,6,3,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Budleigh Babberton,Dwellings,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
4695,160,18,4,Indeed.  And quite successfully I might add.  Most people vomit their first time.,Horace Slughorn,6,3,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Budleigh Babberton,Dwellings,Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair
4696,160,18,1,Can't imagine why...,Horace Slughorn,6,3,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Budleigh Babberton,Dwellings,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
4697,160,18,4,"Welcome to the charming village of Budleigh Babberton, Harry.  I assume right about now you're wondering why I've brought you here, am I right?",Horace Slughorn,6,3,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Budleigh Babberton,Dwellings,Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair
4698,160,18,1,"After all these years, I just sort of roll with it, sir.",Horace Slughorn,6,3,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Budleigh Babberton,Dwellings,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
4699,160,18,4,"Wand out, Harry.",Horace Slughorn,6,3,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Budleigh Babberton,Dwellings,Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair
4700,160,18,4,Lumos...,Horace Slughorn,6,3,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Budleigh Babberton,Dwellings,Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair
4701,160,18,4,Horace!,Horace Slughorn,6,3,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Budleigh Babberton,Dwellings,Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair
4702,160,18,8,Merlin's Beard!,Horace Slughorn,6,3,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Budleigh Babberton,Dwellings,Horace Slughorn,Human,Male,Slytherin,Unknown,Cedar,Dragon Heartstring
4703,160,18,8,"There's no need to disfigure me, Albus!",Horace Slughorn,6,3,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Budleigh Babberton,Dwellings,Horace Slughorn,Human,Male,Slytherin,Unknown,Cedar,Dragon Heartstring
4704,160,18,4,"I must say, you make a very convincing armchair, Horace.",Horace Slughorn,6,3,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Budleigh Babberton,Dwellings,Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair
4705,160,18,8,It's all in the upholstery. I come by the stuffing naturally. What gave me away?,Horace Slughorn,6,3,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Budleigh Babberton,Dwellings,Horace Slughorn,Human,Male,Slytherin,Unknown,Cedar,Dragon Heartstring
4706,160,18,4,Dragon's blood.,Horace Slughorn,6,3,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Budleigh Babberton,Dwellings,Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair
4707,160,18,8,"Yes, well, I couldn't very well use wizard's blood, could I?  Oho!",Horace Slughorn,6,3,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Budleigh Babberton,Dwellings,Horace Slughorn,Human,Male,Slytherin,Unknown,Cedar,Dragon Heartstring
4708,160,18,4,"Ah yes.  Introductions.  Harry, this is an old friend and colleague of mine, Horace Slughorn.  Horace, this is, well, you know who this is. Apparently there's some thought he may be the Chosen One.",Horace Slughorn,6,3,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Budleigh Babberton,Dwellings,Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair
4709,160,18,4,"So why all the theatrics, Horace? You weren't perhaps expecting someone else, were you?",Horace Slughorn,6,3,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Budleigh Babberton,Dwellings,Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair
4710,160,18,8,S-someone else?  I'm sure I don't know what you mean.,Horace Slughorn,6,3,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Budleigh Babberton,Dwellings,Horace Slughorn,Human,Male,Slytherin,Unknown,Cedar,Dragon Heartstring
4711,160,18,8,Oh all right!  The Death Eaters have been trying to recruit me for over a year.  Do you know what that's like?  One can only say no to these people so many times before they...,Horace Slughorn,6,3,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Budleigh Babberton,Dwellings,Horace Slughorn,Human,Male,Slytherin,Unknown,Cedar,Dragon Heartstring
4712,160,18,4,Take matters into their own hands?,Horace Slughorn,6,3,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Budleigh Babberton,Dwellings,Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair
4713,160,18,8,I never stay anywhere more than a week.  The Muggles who own this place are in the Canary Islands.,Horace Slughorn,6,3,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Budleigh Babberton,Dwellings,Horace Slughorn,Human,Male,Slytherin,Unknown,Cedar,Dragon Heartstring
4714,160,18,4,"Well, I think it should be put back in order for them, don't you? Mind?",Horace Slughorn,6,3,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Budleigh Babberton,Dwellings,Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair
4715,160,18,4,That was fun.  May I use the loo?,Horace Slughorn,6,3,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Budleigh Babberton,Dwellings,Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair
4716,160,18,8,"Don't think I don't know why you're here, Albus!  The answer is still no!  Absolutely, unequivocally no!",Horace Slughorn,6,3,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Budleigh Babberton,Dwellings,Horace Slughorn,Human,Male,Slytherin,Unknown,Cedar,Dragon Heartstring
4717,160,18,8,You look very like your father. Except for your eyes.  You've got --,Horace Slughorn,6,3,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Budleigh Babberton,Dwellings,Horace Slughorn,Human,Male,Slytherin,Unknown,Cedar,Dragon Heartstring
4718,160,18,1,"My mother's eyes, yeah.",Horace Slughorn,6,3,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Budleigh Babberton,Dwellings,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
4719,160,18,8,Lily.  Lovely Lily.  She was exceedingly bright -- your mother. Even more impressive when one considers she was Muggle-born.,Horace Slughorn,6,3,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Budleigh Babberton,Dwellings,Horace Slughorn,Human,Male,Slytherin,Unknown,Cedar,Dragon Heartstring
4720,160,18,1,One of my best friends is Muggle- born.  She's the best in our year.,Horace Slughorn,6,3,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Budleigh Babberton,Dwellings,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
4721,160,18,8,"Oh, but you mustn't think I'm prejudiced!  No, no, no! Your mother was one of my absolute favorites!  Look, there she is. Right up front.",Horace Slughorn,6,3,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Budleigh Babberton,Dwellings,Horace Slughorn,Human,Male,Slytherin,Unknown,Cedar,Dragon Heartstring
4722,160,18,8,"All mine, each and every one.  Ex- students, I mean.  You recognize Barnubas Cuffe, of course, editor of the Daily Prophet.",Horace Slughorn,6,3,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Budleigh Babberton,Dwellings,Horace Slughorn,Human,Male,Slytherin,Unknown,Cedar,Dragon Heartstring
4723,160,18,8,"Always takes my owl should I want to register my opinion on the news of the day.  And there's Ambrosius Flume of Honeydukes.  Sends a hamper of chocolate to the house each birthday.  That is, when I had a house.  And Gwenog Jones, captain of the Holyhead Harpies -- free tickets whenever I want them. Of course, I haven't been to a match in some time...",Horace Slughorn,6,3,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Budleigh Babberton,Dwellings,Horace Slughorn,Human,Male,Slytherin,Unknown,Cedar,Dragon Heartstring
4724,160,18,8,"Ah yes.  Regulus Black.  You no doubt know of his older brother Sirius.  Died a few weeks ago.  I taught the whole Black family except Sirius.  Shame.  Talented boy.  I got Regulus when he came along, of course, but I'd have liked the set.",Horace Slughorn,6,3,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Budleigh Babberton,Dwellings,Horace Slughorn,Human,Male,Slytherin,Unknown,Cedar,Dragon Heartstring
4725,160,18,4,Mind if I take this?  I do love knitting patterns.,Horace Slughorn,6,3,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Budleigh Babberton,Dwellings,Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair
4726,160,18,8,Of course.  But you're not leaving?,Horace Slughorn,6,3,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Budleigh Babberton,Dwellings,Horace Slughorn,Human,Male,Slytherin,Unknown,Cedar,Dragon Heartstring
4727,160,18,4,"I think I know a lost cause when I see one.  Regrettable.  I would have considered it a personal triumph had you consented to return to Hogwarts, Horace.  You are, like my friend Mr. Potter -- one of a kind.",Horace Slughorn,6,3,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Budleigh Babberton,Dwellings,Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair
4728,160,18,8,"All right!  I'll do it.  But I'll be wanting Professor Merrythought's old office, not that water closet I had formerly. And I expect a raise!  These are mad times we live in!  Mad!",Horace Slughorn,6,3,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Budleigh Babberton,Dwellings,Horace Slughorn,Human,Male,Slytherin,Unknown,Cedar,Dragon Heartstring
4729,160,18,4,Indeed they are.,Horace Slughorn,6,3,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Budleigh Babberton,Dwellings,Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair
4730,160,17,1,"Sir, exactly what was that all --",Horace Slughorn,6,3,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,The Burrow,Dwellings,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
4731,160,17,4,"You are talented, famous and powerful -- everything Horace values.  Professor Slughorn is going to try to collect you, Harry.  You would be his crowning jewel.  That is why he is returning to Hogwarts.  And it is crucial he return...",Horace Slughorn,6,3,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,The Burrow,Dwellings,Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair
4732,160,17,4,"I fear I may have stolen a wondrous night from you, Harry. She was, truthfully, very pretty. The girl.",Horace Slughorn,6,3,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,The Burrow,Dwellings,Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair
4733,160,17,1,"It's alright, sir.  I'll go back tomorrow, make some excuse --",Horace Slughorn,6,3,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,The Burrow,Dwellings,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
4734,160,17,4,"You'll not be going back to Little Whinging tonight, Harry.",Horace Slughorn,6,3,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,The Burrow,Dwellings,Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair
4735,160,17,1,"But, sir.  What about Hedwig?  And there's my trunk --",Horace Slughorn,6,3,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,The Burrow,Dwellings,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
4736,160,17,4,Both are waiting for you.,Horace Slughorn,6,3,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,The Burrow,Dwellings,Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair
4737,160,17,1,Sir?,Horace Slughorn,6,3,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,The Burrow,Dwellings,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
4738,161,17,20,Hedwig...?  Mum!,What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,The Burrow,Dwellings,Ginny Weasley,Human,Female,Gryffindor,Horse,Unknown,Unknown
4739,161,17,20,Exactly.  How'd you guess?,What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,The Burrow,Dwellings,Ginny Weasley,Human,Female,Gryffindor,Horse,Unknown,Unknown
4740,161,17,20,"I'm joking, Mum.",What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,The Burrow,Dwellings,Ginny Weasley,Human,Female,Gryffindor,Horse,Unknown,Unknown
4741,161,17,26,You're worse than Fred and George.,What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,The Burrow,Dwellings,Molly Weasley,Human,Female,Gryffindor,Unknown,Unknown,Unknown
4742,161,17,20,Now you're joking.  I was only wondering when Harry got here.,What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,The Burrow,Dwellings,Ginny Weasley,Human,Female,Gryffindor,Horse,Unknown,Unknown
4743,161,17,26,Harry who?,What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,The Burrow,Dwellings,Molly Weasley,Human,Female,Gryffindor,Unknown,Unknown,Unknown
4744,161,17,20,"Harry Dimpleton.  Harry Potter, of course.",What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,The Burrow,Dwellings,Ginny Weasley,Human,Female,Gryffindor,Horse,Unknown,Unknown
4745,161,17,26,"I think I'd know if Harry Potter was in my house, wouldn't I?",What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,The Burrow,Dwellings,Molly Weasley,Human,Female,Gryffindor,Unknown,Unknown,Unknown
4746,161,17,20,Well his trunk's in the kitchen. And his owl.,What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,The Burrow,Dwellings,Ginny Weasley,Human,Female,Gryffindor,Horse,Unknown,Unknown
4747,161,17,26,I seriously doubt that.,What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,The Burrow,Dwellings,Molly Weasley,Human,Female,Gryffindor,Unknown,Unknown,Unknown
4748,161,17,2,Harry?  Did someone say Harry?,What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,The Burrow,Dwellings,Ron Weasley,Human,Male,Gryffindor,Jack Russell Terrier,Unknown,Unknown
4749,161,17,20,"Me, nosy.  Is he up there with you?",What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,The Burrow,Dwellings,Ginny Weasley,Human,Female,Gryffindor,Horse,Unknown,Unknown
4750,161,17,2,"'Course not.  Think I'd know if my best friend was in my room, wouldn't I?",What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,The Burrow,Dwellings,Ron Weasley,Human,Male,Gryffindor,Jack Russell Terrier,Unknown,Unknown
4751,161,17,3,Was that an owl I heard?,What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,The Burrow,Dwellings,Hermione Granger,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring
4752,161,17,20,"Harry's.  Haven't seen him, have you?  Apparently, he's wandering about the house.",What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,The Burrow,Dwellings,Ginny Weasley,Human,Female,Gryffindor,Horse,Unknown,Unknown
4753,161,17,3,Really?,What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,The Burrow,Dwellings,Hermione Granger,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring
4754,161,17,1,Really.,What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,The Burrow,Dwellings,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
4755,161,17,2,Harry!,What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,The Burrow,Dwellings,Ron Weasley,Human,Male,Gryffindor,Jack Russell Terrier,Unknown,Unknown
4756,161,17,3,Harry!,What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,The Burrow,Dwellings,Hermione Granger,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring
4757,161,17,26,But why didn't you tell us you were coming?,What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,The Burrow,Dwellings,Molly Weasley,Human,Female,Gryffindor,Unknown,Unknown,Unknown
4758,161,17,1,Didn't know. Dumbledore.,What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,The Burrow,Dwellings,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
4759,161,17,26,"That man.  But then, what would we do without him?  Ron!",What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,The Burrow,Dwellings,Molly Weasley,Human,Female,Gryffindor,Unknown,Unknown,Unknown
